PID,CustomerID,Method,Charge,Balance,PaymentDate,DueDate
1135,98,"3",158,158,2006-05-18 00:00:00,2006-04-19 00:00:00
1136,64,"3",316,316,2006-07-15 00:00:00,2006-06-30 00:00:00
1137,22,"3",147,147,2005-02-01 00:00:00,2004-12-18 00:00:00
1138,143,"1",172,543,2006-02-14 00:00:00,2006-01-20 00:00:00
1139,180,"4",129,129,2005-11-08 00:00:00,2005-10-06 00:00:00
1140,208,"4",272,272,2005-03-01 00:00:00,2005-01-27 00:00:00
1141,40,"3",244,737,2006-09-25 00:00:00,2006-10-05 00:00:00
1142,68,"2",92,530,2006-11-15 00:00:00,2006-11-04 00:00:00
1143,55,"3",84,84,2005-08-28 00:00:00,2005-08-20 00:00:00
1144,252,"3",130,212,2006-08-24 00:00:00,2006-08-23 00:00:00
1145,72,"4",283,283,2006-11-26 00:00:00,2006-10-27 00:00:00
1146,52,"4",349,368,,
1147,193,"1",256,256,2006-09-22 00:00:00,2006-08-17 00:00:00
1148,97,"4",77,390,2005-06-23 00:00:00,2005-06-09 00:00:00
1149,104,"3",141,141,2006-08-10 00:00:00,2006-08-26 00:00:00
1150,21,"3",175,175,2005-08-24 00:00:00,2005-08-01 00:00:00
1151,172,"2",267,267,2006-12-12 00:00:00,2006-12-18 00:00:00
1152,216,"3",220,570,2006-08-06 00:00:00,2006-07-09 00:00:00
1153,17,"2",283,283,2005-08-13 00:00:00,2005-08-04 00:00:00
1154,15,"4",133,338,2006-03-13 00:00:00,2006-03-27 00:00:00
1155,50,"4",192,192,2006-08-01 00:00:00,2006-08-04 00:00:00
1156,252,"2",128,128,2005-10-05 00:00:00,2005-10-21 00:00:00
1157,195,"3",175,344,2006-01-22 00:00:00,2006-02-11 00:00:00
1158,44,"3",144,430,2006-09-14 00:00:00,2006-08-30 00:00:00
1159,188,"4",273,273,2006-09-22 00:00:00,2006-09-30 00:00:00
1160,214,"3",280,367,2006-02-08 00:00:00,2005-12-23 00:00:00
1161,174,"2",183,183,,
1162,16,"2",358,573,2006-06-22 00:00:00,2006-06-16 00:00:00
1163,218,"1",349,455,2006-10-13 00:00:00,2006-10-09 00:00:00
1164,156,"3",96,346,2005-09-03 00:00:00,2005-08-01 00:00:00
1165,222,"1",136,136,2005-01-25 00:00:00,2005-01-09 00:00:00
1166,249,"3",104,222,2006-03-19 00:00:00,2006-03-03 00:00:00
1167,141,"4",316,360,2005-07-10 00:00:00,2005-05-25 00:00:00
1168,1,"1",143,255,2005-12-19 00:00:00,2005-11-04 00:00:00
1169,180,"4",306,306,2006-09-03 00:00:00,2006-08-23 00:00:00
1170,103,"3",218,437,2006-08-25 00:00:00,2006-08-10 00:00:00
1171,193,"1",86,86,2006-12-19 00:00:00,2006-12-15 00:00:00
1172,97,"2",81,187,2006-06-25 00:00:00,2006-06-16 00:00:00
1173,252,"1",161,161,2005-11-13 00:00:00,2005-10-27 00:00:00
1174,252,"2",66,66,2006-05-16 00:00:00,2006-05-20 00:00:00
1175,172,"3",76,171,2006-12-24 00:00:00,2006-12-21 00:00:00
1176,23,"3",200,256,2006-04-29 00:00:00,2006-05-10 00:00:00
1177,98,"1",302,480,2006-05-25 00:00:00,2006-05-10 00:00:00
1178,86,"4",261,594,2006-09-12 00:00:00,2006-08-02 00:00:00
1179,121,"3",123,157,2006-08-18 00:00:00,2006-08-01 00:00:00
1180,216,"4",194,194,2005-08-25 00:00:00,2005-08-20 00:00:00
1181,99,"4",103,285,2006-08-03 00:00:00,2006-08-12 00:00:00
1182,132,"2",345,345,2005-03-21 00:00:00,2005-03-04 00:00:00
1183,22,"2",206,206,2006-03-16 00:00:00,2006-02-11 00:00:00
1184,113,"3",227,227,2005-04-14 00:00:00,2005-04-02 00:00:00
1185,196,"3",62,375,,
1186,114,"1",319,644,2006-10-06 00:00:00,2006-10-02 00:00:00
1187,217,"4",157,157,2006-10-04 00:00:00,2006-09-25 00:00:00
1188,105,"1",99,170,2006-12-15 00:00:00,2006-11-29 00:00:00
1189,52,"3",215,215,2005-03-02 00:00:00,2005-03-02 00:00:00
1190,81,"4",308,308,2005-09-11 00:00:00,2005-08-17 00:00:00
1191,178,"1",298,382,2006-09-03 00:00:00,2006-08-15 00:00:00
1192,175,"1",214,604,2006-11-12 00:00:00,2006-10-21 00:00:00
1193,170,"3",254,365,2005-02-15 00:00:00,2005-01-29 00:00:00
1194,249,"4",139,139,2005-12-14 00:00:00,2005-11-15 00:00:00
1195,230,"1",336,336,2005-10-15 00:00:00,2005-09-13 00:00:00
1196,51,"4",120,184,2005-06-16 00:00:00,2005-05-14 00:00:00
1197,224,"3",79,564,2005-08-31 00:00:00,2005-08-02 00:00:00
1198,203,"2",335,657,2005-06-18 00:00:00,2005-05-30 00:00:00
1199,7,"4",300,793,2006-07-24 00:00:00,2006-07-03 00:00:00
1200,105,"1",353,621,2005-10-13 00:00:00,2005-09-17 00:00:00
1201,137,"1",153,241,2006-09-19 00:00:00,2006-07-30 00:00:00
1202,61,"2",290,290,2006-12-04 00:00:00,2006-11-19 00:00:00
1203,57,"2",161,300,2005-10-17 00:00:00,2005-09-20 00:00:00
1204,212,"2",275,275,2005-01-18 00:00:00,2004-12-21 00:00:00
1205,149,"2",82,82,2006-12-24 00:00:00,2006-12-02 00:00:00
1206,179,"3",103,582,2006-11-28 00:00:00,2006-12-21 00:00:00
1207,254,"1",188,281,2005-08-20 00:00:00,2005-09-04 00:00:00
1208,231,"4",76,76,2005-04-02 00:00:00,2005-03-04 00:00:00
1209,78,"1",291,541,2006-01-06 00:00:00,2006-01-14 00:00:00
1210,214,"3",202,388,2005-10-07 00:00:00,2005-09-26 00:00:00
1211,232,"2",123,123,2006-07-22 00:00:00,2006-06-17 00:00:00
1212,61,"4",142,142,2006-08-14 00:00:00,2006-08-06 00:00:00
1213,26,"3",156,189,2006-10-27 00:00:00,2006-11-11 00:00:00
1214,210,"2",341,341,2006-02-01 00:00:00,2006-01-03 00:00:00
1215,108,"2",341,341,2006-10-22 00:00:00,2006-09-12 00:00:00
1216,20,"3",314,322,2006-07-14 00:00:00,2006-06-24 00:00:00
1217,55,"3",75,75,2006-07-30 00:00:00,2006-07-13 00:00:00
1218,204,"1",279,279,2005-03-15 00:00:00,2005-03-02 00:00:00
1219,66,"1",306,707,2005-08-13 00:00:00,2005-08-22 00:00:00
1220,140,"2",288,764,2006-10-17 00:00:00,2006-09-29 00:00:00
1221,250,"3",119,515,2005-07-30 00:00:00,2005-07-30 00:00:00
1222,100,"4",222,372,2006-11-24 00:00:00,2006-10-31 00:00:00
1223,178,"1",219,286,2006-05-17 00:00:00,2006-04-13 00:00:00
1224,9,"4",272,547,2006-05-31 00:00:00,2006-05-17 00:00:00
1225,27,"4",86,365,2006-03-23 00:00:00,2006-03-10 00:00:00
1226,108,"3",95,95,2005-07-27 00:00:00,2005-07-24 00:00:00
1227,16,"1",137,137,2005-03-10 00:00:00,2005-01-29 00:00:00
1228,216,"4",294,719,2006-03-31 00:00:00,2006-02-25 00:00:00
1229,11,"3",251,251,2006-09-19 00:00:00,2006-08-31 00:00:00
1230,128,"1",248,248,2006-03-14 00:00:00,2006-01-22 00:00:00
1231,133,"4",297,489,2005-12-30 00:00:00,2005-12-10 00:00:00
1232,31,"1",176,307,2006-04-15 00:00:00,2006-03-02 00:00:00
1233,180,"1",77,311,2005-10-19 00:00:00,2005-10-18 00:00:00
1234,231,"3",247,247,2005-11-26 00:00:00,2005-11-08 00:00:00
1235,3,"3",356,356,2006-02-19 00:00:00,2006-02-07 00:00:00
1236,42,"2",240,461,2005-01-21 00:00:00,2005-01-06 00:00:00
1237,11,"1",133,133,2006-10-17 00:00:00,2006-09-03 00:00:00
1238,248,"1",71,71,2005-09-14 00:00:00,2005-09-01 00:00:00
1239,18,"3",251,251,2005-06-13 00:00:00,2005-06-17 00:00:00
1240,62,"4",344,344,2006-12-19 00:00:00,2006-11-21 00:00:00
1241,245,"2",123,123,2006-02-13 00:00:00,2006-02-19 00:00:00
1242,109,"3",313,438,2005-04-02 00:00:00,2005-03-14 00:00:00
1243,19,"1",61,266,2005-06-28 00:00:00,2005-06-05 00:00:00
1244,76,"1",92,92,2005-05-04 00:00:00,2005-03-24 00:00:00
1245,104,"1",280,280,2006-08-27 00:00:00,2006-07-24 00:00:00
1246,118,"4",104,347,2006-12-12 00:00:00,2006-12-31 00:00:00
1247,54,"2",214,556,2005-01-21 00:00:00,2005-01-14 00:00:00
1248,246,"4",349,349,2006-08-19 00:00:00,2006-08-07 00:00:00
1249,246,"4",162,458,2005-11-26 00:00:00,2005-11-15 00:00:00
1250,159,"2",106,552,2006-07-31 00:00:00,2006-07-29 00:00:00
1251,29,"2",311,311,2006-08-01 00:00:00,2006-08-05 00:00:00
1252,195,"4",246,293,2006-08-26 00:00:00,2006-08-19 00:00:00
1253,47,"1",272,524,2005-09-25 00:00:00,2005-08-20 00:00:00
1254,253,"1",129,129,2006-08-21 00:00:00,2006-08-24 00:00:00
1255,92,"4",99,99,2006-11-18 00:00:00,2006-10-24 00:00:00
1256,38,"3",281,281,2006-09-21 00:00:00,2006-08-09 00:00:00
1257,113,"1",298,298,2005-05-09 00:00:00,2005-04-29 00:00:00
1258,234,"3",89,89,2005-08-04 00:00:00,2005-08-25 00:00:00
1259,11,"2",257,257,2006-11-02 00:00:00,2006-10-19 00:00:00
1260,60,"3",231,446,2005-04-29 00:00:00,2005-04-02 00:00:00
1261,130,"3",285,285,2006-11-21 00:00:00,2006-10-11 00:00:00
1262,14,"2",179,216,2006-01-08 00:00:00,2005-12-02 00:00:00
1263,156,"4",240,240,2005-03-11 00:00:00,2005-03-16 00:00:00
1264,108,"4",359,359,2006-04-06 00:00:00,2006-04-20 00:00:00
1265,168,"3",302,302,2005-07-25 00:00:00,2005-07-27 00:00:00
1266,88,"4",167,167,2005-05-18 00:00:00,2005-05-12 00:00:00
1267,214,"4",81,571,2005-07-07 00:00:00,2005-07-21 00:00:00
1268,190,"4",161,180,2005-05-10 00:00:00,2005-04-19 00:00:00
1269,67,"3",276,303,2005-11-01 00:00:00,2005-09-14 00:00:00
1270,253,"2",183,183,2005-11-19 00:00:00,2005-11-01 00:00:00
1271,131,"3",169,353,2006-08-10 00:00:00,2006-08-14 00:00:00
1272,2,"1",303,576,2006-07-27 00:00:00,2006-06-14 00:00:00
1273,40,"2",204,494,2005-05-20 00:00:00,2005-05-16 00:00:00
1274,8,"1",77,77,2006-08-05 00:00:00,2006-07-13 00:00:00
1275,133,"2",225,320,2005-10-13 00:00:00,2005-10-12 00:00:00
1276,96,"2",263,263,2005-08-21 00:00:00,2005-08-15 00:00:00
1277,16,"2",262,598,2006-09-24 00:00:00,2006-08-20 00:00:00
1278,32,"2",286,286,2005-01-20 00:00:00,2004-12-23 00:00:00
1279,120,"1",347,749,2006-11-08 00:00:00,2006-10-05 00:00:00
1280,182,"2",170,423,2005-05-09 00:00:00,2005-05-06 00:00:00
1281,198,"4",325,780,2005-01-08 00:00:00,2005-01-27 00:00:00
1282,131,"2",331,705,2006-05-01 00:00:00,2006-04-15 00:00:00
1283,245,"2",234,234,2006-08-24 00:00:00,2006-08-19 00:00:00
1284,187,"2",113,169,2005-07-23 00:00:00,2005-06-20 00:00:00
1285,44,"2",354,445,2006-05-26 00:00:00,2006-04-25 00:00:00
1286,178,"1",86,543,2005-10-14 00:00:00,2005-10-29 00:00:00
1287,34,"3",352,352,2006-04-07 00:00:00,2006-04-14 00:00:00
1288,141,"1",83,83,,
1289,48,"1",135,135,2006-09-22 00:00:00,2006-09-28 00:00:00
1290,150,"3",186,186,2005-06-24 00:00:00,2005-06-23 00:00:00
1291,165,"4",156,156,2005-05-01 00:00:00,2005-03-23 00:00:00
1292,41,"3",203,637,2005-07-30 00:00:00,2005-06-12 00:00:00
1293,168,"3",71,380,2006-06-22 00:00:00,2006-05-19 00:00:00
1294,85,"4",246,459,2006-12-19 00:00:00,2006-12-01 00:00:00
1295,160,"4",333,333,2005-12-01 00:00:00,2005-11-18 00:00:00
1296,244,"4",274,405,2005-08-19 00:00:00,2005-08-04 00:00:00
1297,97,"1",297,771,2005-01-12 00:00:00,2004-11-17 00:00:00
1298,104,"1",330,359,2005-01-05 00:00:00,2004-11-18 00:00:00
1299,71,"1",321,321,2006-01-08 00:00:00,2005-12-19 00:00:00
1300,209,"4",293,661,2005-10-28 00:00:00,2005-10-19 00:00:00
1301,175,"3",182,519,2006-01-16 00:00:00,2005-12-31 00:00:00
1302,61,"3",258,432,2005-01-29 00:00:00,2005-01-28 00:00:00
1303,99,"3",290,632,2006-06-26 00:00:00,2006-05-25 00:00:00
1304,221,"4",152,152,2006-07-03 00:00:00,2006-06-12 00:00:00
1305,125,"3",292,629,2006-05-09 00:00:00,2006-04-11 00:00:00
1306,235,"2",120,120,2005-10-21 00:00:00,2005-10-14 00:00:00
1307,204,"3",79,178,2005-09-01 00:00:00,2005-09-02 00:00:00
1308,189,"4",208,208,2006-12-12 00:00:00,2006-12-19 00:00:00
1309,222,"2",71,117,2005-01-16 00:00:00,2005-01-16 00:00:00
1310,16,"4",140,140,2005-09-07 00:00:00,2005-09-11 00:00:00
1311,150,"3",326,582,2005-10-25 00:00:00,2005-11-02 00:00:00
1312,203,"3",214,214,2005-08-07 00:00:00,2005-08-07 00:00:00
1313,211,"3",320,320,2005-01-17 00:00:00,2004-12-27 00:00:00
1314,147,"2",200,269,2005-07-29 00:00:00,2005-06-14 00:00:00
1315,226,"2",134,401,2006-08-31 00:00:00,2006-07-06 00:00:00
1316,172,"4",158,158,2005-02-07 00:00:00,2005-01-24 00:00:00
1317,46,"4",223,223,2005-11-17 00:00:00,2005-10-15 00:00:00
1318,152,"4",316,316,2005-07-30 00:00:00,2005-06-17 00:00:00
1319,191,"3",201,201,2005-03-15 00:00:00,2005-03-08 00:00:00
1320,216,"3",107,135,2006-04-20 00:00:00,2006-04-07 00:00:00
1321,9,"3",169,649,2005-11-30 00:00:00,2005-11-03 00:00:00
1322,224,"4",80,80,2005-03-08 00:00:00,2005-02-16 00:00:00
1323,145,"2",124,124,2006-02-13 00:00:00,2006-01-02 00:00:00
1324,232,"3",188,188,2006-02-02 00:00:00,2006-01-22 00:00:00
1325,86,"1",347,347,2006-06-21 00:00:00,2006-05-21 00:00:00
1326,74,"3",71,187,2006-04-04 00:00:00,2006-03-23 00:00:00
1327,250,"1",78,341,2005-11-05 00:00:00,2005-10-15 00:00:00
1328,178,"1",82,87,2006-06-18 00:00:00,2006-06-03 00:00:00
1329,240,"2",191,191,2005-04-17 00:00:00,2005-03-30 00:00:00
1330,205,"3",82,116,2006-12-10 00:00:00,2006-10-28 00:00:00
1331,132,"1",264,631,2006-12-19 00:00:00,2006-12-18 00:00:00
1332,81,"4",126,126,2005-06-14 00:00:00,2005-06-03 00:00:00
1333,47,"3",150,327,2006-10-13 00:00:00,2006-10-14 00:00:00
1334,186,"4",307,307,2005-11-14 00:00:00,2005-10-09 00:00:00
1335,194,"2",159,159,2005-06-21 00:00:00,2005-06-11 00:00:00
1336,31,"4",325,599,2006-07-20 00:00:00,2006-06-26 00:00:00
1337,2,"2",150,562,2005-03-19 00:00:00,2005-02-03 00:00:00
1338,211,"3",287,287,2006-02-01 00:00:00,2005-12-26 00:00:00
1339,240,"2",224,521,2006-10-20 00:00:00,2006-10-09 00:00:00
1340,241,"1",244,244,2005-09-07 00:00:00,2005-08-12 00:00:00
1341,75,"1",185,185,2006-08-29 00:00:00,2006-07-25 00:00:00
1342,227,"4",122,122,2005-04-02 00:00:00,2005-04-26 00:00:00
1343,123,"3",203,477,,
1344,250,"3",191,191,2005-11-30 00:00:00,2005-11-27 00:00:00
1345,16,"2",98,98,2005-04-21 00:00:00,2005-04-22 00:00:00
1346,192,"4",188,668,2006-10-16 00:00:00,2006-10-28 00:00:00
1347,168,"4",97,97,2006-02-04 00:00:00,2005-12-25 00:00:00
1348,142,"4",323,755,2005-06-15 00:00:00,2005-06-09 00:00:00
1349,207,"1",177,177,2006-11-28 00:00:00,2006-10-24 00:00:00
1350,19,"1",265,371,2006-06-07 00:00:00,2006-06-22 00:00:00
1351,62,"4",358,358,2006-10-03 00:00:00,2006-09-10 00:00:00
1352,128,"2",77,77,2006-06-03 00:00:00,2006-05-09 00:00:00
1353,123,"4",113,113,2005-06-12 00:00:00,2005-05-06 00:00:00
1354,255,"3",316,502,2005-12-09 00:00:00,2005-12-18 00:00:00
1355,249,"3",254,254,2005-12-27 00:00:00,2005-11-15 00:00:00
1356,122,"1",179,279,2006-09-05 00:00:00,2006-08-22 00:00:00
1357,74,"3",209,209,2005-11-08 00:00:00,2005-09-29 00:00:00
1358,67,"3",257,257,2006-06-08 00:00:00,2006-06-09 00:00:00
1359,116,"2",151,242,2005-07-28 00:00:00,2005-06-28 00:00:00
1360,195,"2",263,743,2005-04-11 00:00:00,2005-04-06 00:00:00
1361,3,"2",314,586,,
1362,160,"4",136,136,2005-10-23 00:00:00,2005-10-23 00:00:00
1363,47,"1",98,98,2005-01-25 00:00:00,2005-01-11 00:00:00
1364,92,"4",62,62,2006-12-21 00:00:00,2007-01-06 00:00:00
1365,136,"4",154,238,2006-08-11 00:00:00,2006-06-27 00:00:00
1366,74,"2",187,486,2005-10-27 00:00:00,2005-09-30 00:00:00
1367,152,"2",271,271,2006-10-16 00:00:00,2006-09-17 00:00:00
1368,70,"3",135,252,2005-10-29 00:00:00,2005-10-23 00:00:00
1369,50,"2",327,327,2005-10-26 00:00:00,2005-09-23 00:00:00
1370,158,"1",61,61,2006-07-05 00:00:00,2006-07-19 00:00:00
1371,120,"2",72,246,2005-10-10 00:00:00,2005-10-22 00:00:00
1372,204,"2",256,256,2005-12-06 00:00:00,2005-12-15 00:00:00
1373,32,"3",70,70,2006-02-12 00:00:00,2006-01-13 00:00:00
1374,77,"1",205,205,2006-03-14 00:00:00,2006-02-22 00:00:00
1375,104,"2",133,133,2005-10-30 00:00:00,2005-10-23 00:00:00
1376,78,"3",282,282,2006-08-01 00:00:00,2006-08-02 00:00:00
1377,61,"4",224,471,2005-10-03 00:00:00,2005-08-17 00:00:00
1378,127,"3",234,306,2005-01-03 00:00:00,2005-01-10 00:00:00
1379,179,"2",236,712,2005-08-27 00:00:00,2005-08-05 00:00:00
1380,194,"2",66,293,2006-02-15 00:00:00,2006-02-01 00:00:00
1381,225,"4",150,150,2005-05-27 00:00:00,2005-05-23 00:00:00
1382,127,"3",188,188,2006-07-26 00:00:00,2006-08-16 00:00:00
1383,28,"3",109,109,2005-07-31 00:00:00,2005-07-06 00:00:00
1384,3,"4",357,357,2005-05-08 00:00:00,2005-04-18 00:00:00
1385,135,"4",215,215,2005-11-23 00:00:00,2005-10-05 00:00:00
1386,162,"3",312,312,2005-04-08 00:00:00,2005-03-05 00:00:00
1387,77,"3",240,240,2006-10-30 00:00:00,2006-10-19 00:00:00
1388,55,"3",166,166,2006-07-03 00:00:00,2006-07-10 00:00:00
1389,83,"1",231,231,2005-09-01 00:00:00,2005-09-14 00:00:00
1390,256,"3",95,95,2006-04-21 00:00:00,2006-03-31 00:00:00
1391,245,"4",335,335,2005-02-03 00:00:00,2005-01-31 00:00:00
1392,116,"1",146,146,,
1393,212,"1",324,379,2005-06-15 00:00:00,2005-05-23 00:00:00
1394,26,"1",201,201,2005-06-12 00:00:00,2005-05-20 00:00:00
1395,224,"3",255,621,2005-11-19 00:00:00,2005-11-15 00:00:00
1396,244,"2",96,127,2006-05-04 00:00:00,2006-03-27 00:00:00
1397,256,"3",74,74,2006-02-03 00:00:00,2006-01-11 00:00:00
1398,108,"3",220,321,2006-05-08 00:00:00,2006-04-12 00:00:00
1399,124,"2",273,422,2006-07-01 00:00:00,2006-05-27 00:00:00
1400,167,"1",285,329,2005-05-14 00:00:00,2005-03-28 00:00:00
1401,188,"1",268,268,2006-04-09 00:00:00,2006-03-30 00:00:00
1402,239,"1",312,367,2005-10-25 00:00:00,2005-10-11 00:00:00
1403,111,"3",302,302,2006-07-24 00:00:00,2006-07-13 00:00:00
1404,119,"4",134,601,2006-04-06 00:00:00,2006-03-09 00:00:00
1405,137,"3",251,251,,
1406,72,"4",155,155,2006-08-26 00:00:00,2006-08-24 00:00:00
1407,4,"4",163,163,2005-11-15 00:00:00,2005-11-27 00:00:00
1408,33,"1",198,534,2006-12-02 00:00:00,2006-11-21 00:00:00
1409,31,"2",154,600,2005-02-15 00:00:00,2005-02-17 00:00:00
1410,93,"4",74,316,2005-01-28 00:00:00,2005-02-04 00:00:00
1411,120,"4",314,473,2005-05-31 00:00:00,2005-06-13 00:00:00
1412,189,"1",152,152,2005-11-06 00:00:00,2005-09-26 00:00:00
1413,38,"4",94,94,2006-05-31 00:00:00,2006-04-30 00:00:00
1414,33,"1",114,257,2006-03-17 00:00:00,2006-02-24 00:00:00
1415,246,"2",165,539,2006-07-20 00:00:00,2006-06-16 00:00:00
1416,248,"2",212,491,2006-03-12 00:00:00,2006-03-10 00:00:00
1417,239,"3",159,203,2006-05-14 00:00:00,2006-05-01 00:00:00
1418,107,"4",118,118,2005-01-07 00:00:00,2005-01-29 00:00:00
1419,223,"4",125,125,2006-05-02 00:00:00,2006-03-22 00:00:00
1420,54,"3",84,176,2005-04-15 00:00:00,2005-04-05 00:00:00
1421,189,"4",190,190,2005-04-04 00:00:00,2005-04-06 00:00:00
1422,221,"1",224,224,2006-04-04 00:00:00,2006-03-06 00:00:00
1423,61,"1",260,647,2006-06-01 00:00:00,2006-05-10 00:00:00
1424,33,"2",294,367,2005-12-15 00:00:00,2005-12-15 00:00:00
1425,6,"1",109,109,2005-10-26 00:00:00,2005-09-30 00:00:00
1426,220,"4",304,304,2005-09-14 00:00:00,2005-09-04 00:00:00
1427,202,"2",193,193,2006-06-18 00:00:00,2006-06-11 00:00:00
1428,120,"2",145,605,2006-04-26 00:00:00,2006-03-17 00:00:00
1429,147,"4",107,107,2005-11-28 00:00:00,2005-10-31 00:00:00
1430,63,"3",246,608,2005-03-30 00:00:00,2005-03-11 00:00:00
1431,178,"1",305,305,2006-01-04 00:00:00,2005-12-16 00:00:00
1432,203,"2",245,245,2005-09-13 00:00:00,2005-08-12 00:00:00
1433,155,"1",181,529,2005-01-04 00:00:00,2004-11-20 00:00:00
1434,84,"4",85,85,2005-02-10 00:00:00,2005-02-06 00:00:00
1435,242,"3",244,244,2006-04-02 00:00:00,2006-02-23 00:00:00
1436,31,"3",76,172,2005-02-27 00:00:00,2005-01-08 00:00:00
1437,53,"2",259,450,2006-03-22 00:00:00,2006-02-21 00:00:00
1438,48,"2",284,357,2005-01-29 00:00:00,2005-02-20 00:00:00
1439,24,"2",159,159,2006-05-13 00:00:00,2006-04-13 00:00:00
1440,168,"4",82,82,2006-07-11 00:00:00,2006-06-04 00:00:00
1441,98,"2",247,247,2006-01-22 00:00:00,2006-01-04 00:00:00
1442,244,"3",266,618,2005-02-04 00:00:00,2005-02-05 00:00:00
1443,198,"3",154,154,2005-10-04 00:00:00,2005-09-07 00:00:00
1444,34,"1",92,253,2005-11-15 00:00:00,2005-11-22 00:00:00
1445,98,"3",274,729,2006-07-28 00:00:00,2006-06-03 00:00:00
1446,240,"4",215,215,2006-12-18 00:00:00,2006-11-25 00:00:00
1447,89,"1",326,326,2006-06-06 00:00:00,2006-06-03 00:00:00
1448,140,"4",287,287,2005-11-09 00:00:00,2005-09-22 00:00:00
1449,120,"3",137,628,2006-12-15 00:00:00,2006-12-09 00:00:00
1450,161,"1",154,154,2005-04-12 00:00:00,2005-04-04 00:00:00
1451,196,"4",237,552,2005-02-12 00:00:00,2005-01-10 00:00:00
1452,28,"4",169,169,2006-05-28 00:00:00,2006-04-30 00:00:00
1453,122,"2",331,820,2006-04-17 00:00:00,2006-03-25 00:00:00
1454,189,"1",246,246,2005-09-14 00:00:00,2005-08-08 00:00:00
1455,6,"1",153,153,2005-08-26 00:00:00,2005-08-07 00:00:00
1456,83,"3",287,407,2005-05-11 00:00:00,2005-04-08 00:00:00
1457,238,"4",129,389,2005-02-15 00:00:00,2005-02-18 00:00:00
1458,107,"4",349,836,2005-11-22 00:00:00,2005-10-21 00:00:00
1459,8,"1",200,200,2006-07-21 00:00:00,2006-07-09 00:00:00
1460,73,"3",332,616,2006-02-03 00:00:00,2006-01-20 00:00:00
1461,69,"3",124,300,2006-09-26 00:00:00,2006-10-04 00:00:00
1462,251,"2",269,293,2006-06-17 00:00:00,2006-06-11 00:00:00
1463,13,"1",76,387,2005-04-13 00:00:00,2005-02-24 00:00:00
1464,240,"1",308,543,2006-08-09 00:00:00,2006-08-14 00:00:00
1465,246,"4",258,258,2006-02-16 00:00:00,2006-01-22 00:00:00
1466,110,"1",91,571,2005-08-14 00:00:00,2005-08-02 00:00:00
1467,190,"2",233,233,2006-05-03 00:00:00,2006-05-22 00:00:00
1468,186,"1",211,657,2006-09-21 00:00:00,2006-09-01 00:00:00
1469,232,"2",256,256,2006-07-23 00:00:00,2006-07-19 00:00:00
1470,83,"2",285,285,2005-01-27 00:00:00,2005-01-04 00:00:00
1471,133,"1",87,312,2006-10-02 00:00:00,2006-09-28 00:00:00
1472,142,"1",91,576,2005-01-11 00:00:00,2004-12-22 00:00:00
1473,173,"1",354,502,2006-10-06 00:00:00,2006-09-28 00:00:00
1474,185,"4",186,186,2006-08-08 00:00:00,2006-08-31 00:00:00
1475,108,"2",296,296,2006-09-22 00:00:00,2006-08-05 00:00:00
1476,222,"1",239,239,2005-09-14 00:00:00,2005-08-28 00:00:00
1477,77,"2",72,72,2006-12-06 00:00:00,2006-12-07 00:00:00
1478,171,"3",83,83,2006-04-18 00:00:00,2006-04-03 00:00:00
1479,26,"2",247,247,2005-07-24 00:00:00,2005-06-27 00:00:00
1480,234,"1",86,230,2005-09-19 00:00:00,2005-08-10 00:00:00
1481,205,"1",84,129,2006-10-18 00:00:00,2006-09-13 00:00:00
1482,171,"3",214,484,2006-08-14 00:00:00,2006-08-01 00:00:00
1483,114,"4",232,366,2006-10-19 00:00:00,2006-10-27 00:00:00
1484,187,"4",206,364,2005-10-23 00:00:00,2005-10-29 00:00:00
1485,128,"3",124,124,2006-10-26 00:00:00,2006-10-18 00:00:00
1486,27,"4",294,626,2005-03-11 00:00:00,2005-02-15 00:00:00
1487,42,"2",230,296,2005-11-12 00:00:00,2005-10-30 00:00:00
1488,174,"1",167,627,2005-03-15 00:00:00,2005-03-23 00:00:00
1489,203,"1",288,387,2006-07-12 00:00:00,2006-07-11 00:00:00
1490,64,"2",70,70,2006-07-12 00:00:00,2006-05-26 00:00:00
1491,14,"4",285,627,2006-05-23 00:00:00,2006-05-03 00:00:00
1492,52,"2",244,244,2006-06-21 00:00:00,2006-05-12 00:00:00
1493,18,"2",305,305,2005-11-01 00:00:00,2005-11-02 00:00:00
1494,128,"2",246,387,2005-10-26 00:00:00,2005-10-12 00:00:00
1495,41,"3",64,64,2006-03-30 00:00:00,2006-03-25 00:00:00
1496,52,"4",91,91,2006-07-10 00:00:00,2006-05-25 00:00:00
1497,75,"1",91,197,2006-07-06 00:00:00,2006-07-19 00:00:00
1498,154,"4",190,206,2005-08-15 00:00:00,2005-08-22 00:00:00
1499,71,"3",332,675,,
1500,102,"1",165,165,2006-05-18 00:00:00,2006-04-13 00:00:00
1501,17,"3",70,70,2006-01-10 00:00:00,2006-01-01 00:00:00
1502,113,"1",129,129,2005-08-06 00:00:00,2005-07-19 00:00:00
1503,236,"3",124,237,2005-03-30 00:00:00,2005-03-22 00:00:00
1504,18,"onli",214,246,2006-10-13 00:00:00,2006-10-06 00:00:00
1505,89,"3",106,374,2005-06-08 00:00:00,2005-07-01 00:00:00
1506,54,"1",270,270,2006-02-25 00:00:00,2006-02-13 00:00:00
1507,208,"1",89,89,2006-12-02 00:00:00,2006-12-14 00:00:00
